"Plot","Year","Tag.tree","Focal","DBH_mi","G","ARCHCL","CALOWA","ELAEMA","GARCPA","GIRONE","MACABA","OTHERS","PALAOB","PRUNPO","SYZYBO","TIMOWA"
"A2","2012","A2T08","ARCHCL",1.1,0.237947882736156,13.5638262818739,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T10","SYZYBO",1,0,14.5141580595848,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0,0
"A2","2012","A2T12","GARCPA",3,0.118973941368078,14.5141580595848,2.11272105953914,0,66.4996624948619,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T13","ARCHCL",1.2,0.118973941368078,13.3831847042925,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T14","ARCHCL",1.3,-0.118973941368078,13.1868351634432,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T15","GARCPA",2.2,0,14.5141580595848,2.11272105953914,0,69.7669188545953,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T17","ARCHCL",1.3,0.237947882736156,13.1868351634432,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T18","ARCHCL",1.2,0.237947882736156,13.3831847042925,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T26","ARCHCL",1,0.118973941368078,13.7287598961874,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T27","GARCPA",1.3,0.118973941368078,14.5141580595848,2.11272105953914,0,72.2409230692973,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T29","CALOWA",1.3,-0.118973941368078,14.5141580595848,0.785398163397448,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T31","GARCPA",1.8,0.594869706840391,14.5141580595848,2.11272105953914,0,71.0235559160312,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T33","GARCPA",1,0.118973941368078,14.5141580595848,2.11272105953914,0,72.7828478020415,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T34","GARCPA",1.6,0.951791530944625,14.5141580595848,2.11272105953914,0,71.5576266671415,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T36","PALAOB",3.7,0,14.5141580595848,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,0,0,0.785398163397448,0
"A2","2012","A2T40","GIRONE",2,0.356921824104234,14.5141580595848,2.11272105953914,0,73.568245965439,0,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T42","GARCPA",3,-0.713843648208469,14.5141580595848,2.11272105953914,0,66.4996624948619,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T44","ARCHCL",1.4,0.118973941368078,12.9747776593258,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T49","ARCHCL",1.4,0.475895765472313,12.9747776593258,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T52","GARCPA",7.6,0.475895765472313,14.5141580595848,2.11272105953914,0,28.2036480476024,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T55","CALOWA",1,0.475895765472313,14.5141580595848,1.32732289614169,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T56","ARCHCL",1,0.237947882736156,13.7287598961874,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2012","A2T60","ARCHCL",1,0.356921824104235,13.7287598961874,2.11272105953914,0,73.568245965439,3.14159265358979,0,3255.71886071308,10.7521008569111,0,0.785398163397448,0
"A2","2013","A2T01","ARCHCL",1.1,0.313071428571428,21.5199096770901,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T03","ARCHCL",1.3,0,21.1429185586593,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T06","GARCPA",1.2,0,22.470241454801,2.67035375555132,0,77.3067412232108,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T10","SYZYBO",1,0,22.470241454801,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0,0.950331777710913
"A2","2013","A2T12","GARCPA",3.1,0,22.470241454801,2.67035375555132,0,70.8900382282537,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T13","ARCHCL",1.3,0.104357142857143,21.1429185586593,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T15","GARCPA",2.2,-0.104357142857143,22.470241454801,2.67035375555132,0,74.6363874676595,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T26","ARCHCL",1.1,0,21.5199096770901,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T27","GARCPA",1.4,0.208714285714286,22.470241454801,2.67035375555132,0,76.8983341782442,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T29","CALOWA",1.2,0.104357142857143,22.470241454801,1.539380400259,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T31","GARCPA",2.3,-0.521785714285714,22.470241454801,2.67035375555132,0,74.2829582941307,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T33","GARCPA",1.1,0,22.470241454801,2.67035375555132,0,77.4873828007922,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T34","GARCPA",2.4,-0.834857142857143,22.470241454801,2.67035375555132,0,73.9138211573339,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T36","PALAOB",3.7,0.208714285714285,22.470241454801,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,0,0,0.785398163397448,0.950331777710913
"A2","2013","A2T40","GIRONE",2.3,-0.104357142857142,22.470241454801,2.67035375555132,0,78.4377145785032,15.2053084433746,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T42","GARCPA",2.4,-0.104357142857143,22.470241454801,2.67035375555132,0,73.9138211573339,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T44","ARCHCL",1.5,0.208714285714286,20.7030955871567,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T49","ARCHCL",1.8,0.313071428571429,19.9255514053933,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T52","GARCPA",8,-0.208714285714286,22.470241454801,2.67035375555132,0,28.1722321210665,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T55","CALOWA",1.4,-0.313071428571428,22.470241454801,1.13097335529233,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T56","ARCHCL",1.2,0.104357142857143,21.3392680995087,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T60","ARCHCL",1.3,0,21.1429185586593,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T61","ARCHCL",1,0.208714285714286,21.6848432914035,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T64","TIMOWA",1.1,-0.104357142857143,22.470241454801,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0
"A2","2013","A2T65","ARCHCL",1,0.104357142857143,21.6848432914035,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T66","ARCHCL",1.7,0,20.2004407625824,2.67035375555132,0,78.4377145785032,19.3600647277471,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2013","A2T69","GIRONE",4.4,0,22.470241454801,2.67035375555132,0,78.4377145785032,4.1547562843725,0,3126.52871681583,10.7521008569111,0,0.785398163397448,0.950331777710913
"A2","2014","A2T01","ARCHCL",1.4,-0.187307692307692,16.5561932844182,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T03","ARCHCL",1.3,-0.0936538461538462,16.7682507885355,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T06","GARCPA",1.2,-0.093653846153846,18.0955736846772,2.2776546738526,0,70.4659232200191,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T12","GARCPA",3.1,0,18.0955736846772,2.2776546738526,0,64.0492202250619,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T13","ARCHCL",1.4,0.0936538461538462,16.5561932844182,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T15","GARCPA",2.1,0.0936538461538462,18.0955736846772,2.2776546738526,0,68.1332906747286,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T26","ARCHCL",1.1,0,17.1452419069663,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T27","GARCPA",1.6,-0.280961538461538,18.0955736846772,2.2776546738526,0,69.5862772770139,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T29","CALOWA",1.3,0,18.0955736846772,0.950331777710913,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T31","GARCPA",1.8,-0.0936538461538462,18.0955736846772,2.2776546738526,0,69.0522065259036,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T33","GARCPA",1.1,0,18.0955736846772,2.2776546738526,0,70.6465647976005,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T34","GARCPA",1.6,0.187307692307692,18.0955736846772,2.2776546738526,0,69.5862772770139,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T36","PALAOB",3.9,-0.0936538461538462,18.0955736846772,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,0,0,0.785398163397448,0.785398163397448
"A2","2014","A2T40","GIRONE",2.2,0.280961538461538,18.0955736846772,2.2776546738526,0,71.5968965753114,15.2053084433746,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T42","GARCPA",2.3,0.187307692307692,18.0955736846772,2.2776546738526,0,67.4421402909389,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T44","ARCHCL",1.7,0.187307692307692,15.8257729924586,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T49","ARCHCL",2.1,0.374615384615385,14.6319677840945,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T52","GARCPA",7.8,0,18.0955736846772,2.2776546738526,0,23.8132723142106,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T55","CALOWA",1.1,0,18.0955736846772,1.32732289614169,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T60","ARCHCL",1.3,-0.280961538461538,16.7682507885355,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T61","ARCHCL",1.2,-0.093653846153846,16.9646003293849,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T66","ARCHCL",1.7,0,15.8257729924586,2.2776546738526,0,71.5968965753114,19.0066355542183,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A2","2014","A2T69","GIRONE",4.4,0.280961538461538,18.0955736846772,2.2776546738526,0,71.5968965753114,3.80132711084365,0,3028.5974198218,11.9459060652752,0,0.785398163397448,0.785398163397448
"A27","2011","A27T01","GIRONE",6.8,0,3.14159265358979,2.54469004940773,0,13.7444678594553,286.27763055837,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T03","GIRONE",11.7,-0.184469696969696,3.14159265358979,2.54469004940773,0,13.7444678594553,215.081287046391,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T04","GIRONE",2.4,-0.0922348484848486,3.14159265358979,2.54469004940773,0,13.7444678594553,318.070548212699,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T08","GIRONE",8.2,0.223492132867133,3.14159265358979,2.54469004940773,0,13.7444678594553,269.784269127023,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T11","GIRONE",2.5,-0.0955526487900588,3.14159265358979,2.54469004940773,0,13.7444678594553,317.685703112634,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T13","CALOWA",1.8,0,3.14159265358979,0,0,13.7444678594553,322.594441633868,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T16","PALAOB",1.6,0,3.14159265358979,2.54469004940773,0,13.7444678594553,322.594441633868,0,3064.30162032985,0,0,1.13097335529233,60.3499948754599
"A27","2011","A27T28","GIRONE",10.6,0,3.14159265358979,2.54469004940773,0,13.7444678594553,234.347103994531,0,3064.30162032985,2.01061929829747,0,1.13097335529233,60.3499948754599
"A27","2011","A27T40","TIMOWA",7.8,0.830113636363636,3.14159265358979,2.54469004940773,0,13.7444678594553,322.594441633868,0,3064.30162032985,2.01061929829747,0,1.13097335529233,12.5663706143592
"A27","2012","A27T01","GIRONE",6.8,1.5139896373057,0,0,0,1.32732289614169,196.271001033022,0,3030.92219838546,2.01061929829747,0,0,59.4467869875528
"A27","2012","A27T03","GIRONE",11.5,-2.74410621761658,0,0,0,1.32732289614169,128.718904999208,0,3030.92219838546,2.01061929829747,0,0,59.4467869875528
"A27","2012","A27T04","GIRONE",2.3,0.189248704663213,0,0,0,1.32732289614169,228.433055824148,0,3030.92219838546,2.01061929829747,0,0,59.4467869875528
"A27","2012","A27T16","PALAOB",1.6,0.283873056994819,0,0,0,1.32732289614169,232.58781210852,0,3030.92219838546,0,0,0,59.4467869875528
"A27","2012","A27T28","GIRONE",10.6,-0.378497409326425,0,0,0,1.32732289614169,144.340474469183,0,3030.92219838546,2.01061929829747,0,0,59.4467869875528
"A27","2012","A27T40","TIMOWA",8.7,0.378497409326425,0,0,0,1.32732289614169,232.58781210852,0,3030.92219838546,2.01061929829747,0,0,0
"A27","2013","A27T01","GIRONE",8.4,1.51346685082873,7.07643745221101,2.54469004940773,0.950331777710913,0,144.70961160598,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T04","GIRONE",2.5,0.908080110497237,7.07643745221101,2.54469004940773,0.950331777710913,0,195.21856749407,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T13","CALOWA",1.8,0,7.07643745221101,0,0.950331777710913,0,200.127306015304,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T16","PALAOB",1.9,0.504488950276243,7.07643745221101,2.54469004940773,0.950331777710913,0,200.127306015304,0,3090.68314463837,1.32732289614169,0.950331777710913,0,65.0388219109427
"A27","2013","A27T28","GIRONE",10.2,0.605386740331493,7.07643745221101,2.54469004940773,0.950331777710913,0,118.414481095433,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T40","TIMOWA",9.1,0.908080110497238,7.07643745221101,2.54469004940773,0.950331777710913,0,200.127306015304,0,3090.68314463837,4.16261026600648,0.950331777710913,0,0
"A27","2013","A27T47","ELAEMA",1.1,0.302693370165746,7.07643745221101,2.54469004940773,0,0,200.127306015304,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T51","PALAOB",1.3,0.70628453038674,7.07643745221101,2.54469004940773,0.950331777710913,0,200.127306015304,0,3090.68314463837,2.83528736986479,0.950331777710913,0,65.0388219109427
"A27","2013","A27T54","ARCHCL",2.6,1.46893052405713,1.76714586764426,2.54469004940773,0.950331777710913,0,200.127306015304,0,3090.68314463837,4.16261026600648,0.950331777710913,0,65.0388219109427
"A27","2013","A27T60","PRUNPO",1.1,1.10528467973386,7.07643745221101,2.54469004940773,0.950331777710913,0,200.127306015304,0,3090.68314463837,4.16261026600648,0,0,65.0388219109427
"A27","2014","A27T01","GIRONE",9.9,1.51792207792208,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,166.363038970848,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T04","GIRONE",3.4,0.664090909090909,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,234.260710196557,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T08","GIRONE",8.9,1.04357142857143,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,181.12852444272,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T13","CALOWA",1.8,0,17.9777639601676,0,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T16","PALAOB",2.4,0.379480519480519,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,3.92699081698724,13.9643793452066,0,78.5398163397448
"A27","2014","A27T28","GIRONE",10.8,0.284610389610389,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,151.731071186753,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T40","TIMOWA",10,2.94097402597403,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,0
"A27","2014","A27T51","PALAOB",2,0.284610389610389,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,5.30929158456675,13.9643793452066,0,78.5398163397448
"A27","2014","A27T54","ARCHCL",4.05585995813465,0.582747185309618,5.05796417227957,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T60","PRUNPO",2.19544984001001,0.953018041393096,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,10.1787601976309,0,78.5398163397448
"A27","2014","A27T63","MACABA",2.8,1.51792207792208,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,7.74402589109884,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T64","MACABA",1.7,1.23331168831169,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,11.6317467999162,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T65","MACABA",1.6,1.23331168831169,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,11.8909281938374,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T68","PRUNPO",3.6,1.8974025974026,17.9777639601676,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,3.7856191475757,0,78.5398163397448
"A27","2014","A27T72","ARCHCL",1.2,0.09487012987013,16.8467906048753,2.54469004940773,2.67035375555132,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
"A27","2014","A27T74","ELAEMA",1.2,0.09487012987013,17.9777639601676,2.54469004940773,1.539380400259,4.60243323750905,243.339912965431,13.9015474921348,3112.6507312686,8.45088423815654,13.9643793452066,0,78.5398163397448
